"","Name","Class","g","delta"
"377","Columbia State Community College",7,-395.44833416126,5.0064498902072e-08
"378","Chippewa Valley Technical College",7,-132.666541685999,NA
"379","Western Iowa Tech Community College",7,-154.061481309726,-5.94183294987417e-09
"380","Rochester Community and Technical College",7,-183.879810166003,-1.20721075320462e-08
"3811","Ashland Community and Technical College",7,-991.968398803793,9.97419520340904e-09
"382","Delaware Technical Community College-Stanton/Wilmington",7,2.32150888130286,9.01772868254502e-09
"383","Walla Walla Community College",7,-151.820773155306,3.49598327980273e-09
"384","Mount Wachusett Community College",7,-502.444412381686,1.52861998331234e-07
"443","Three Rivers Community College",7,-482.763564245292,2.6486616227017e-09
"444","Three Rivers Community College",7,-482.763564245292,5.17092569584728e-09
"445","Three Rivers Community College",7,-1168.43029149594,9.16344619735341e-09
"446","Three Rivers Community College",7,-1168.43029149594,2.89563218875267e-09
"447","Three Rivers Community College",7,-482.763564245292,2.6486616227017e-09
"448","Three Rivers Community College",7,-482.763564245292,5.17092569584728e-09
"449","Three Rivers Community College",7,-1168.43029149594,9.16344619735341e-09
"450","Three Rivers Community College",7,-1168.43029149594,2.89563218875267e-09
"387","Lincoln Land Community College",7,285.65558217868,-2.73588755034378e-08
"388","Rockland Community College",7,78.028022109596,-5.23884001959311e-08
"389","Kapiolani Community College",7,189.394715242055,3.18809642873278e-09
"390","Johnston Community College",7,-671.155566957521,5.28179544155144e-08
"3911","Hawkeye Community College",7,-16.4520298317268,-1.14982304615797e-08
"392","Oakton Community College",7,567.955965118245,NA
"457","Highland Community College",7,142.006132993119,-1.68638910874234e-08
"458","Highland Community College",7,142.006132993119,-9.61289265745587e-09
"459","Highland Community College",7,-778.196392369137,5.11982953255744e-07
"460","Highland Community College",7,-778.196392369137,-1.80736050836765e-08
"461","Highland Community College",7,142.006132993119,-1.68638910874234e-08
"462","Highland Community College",7,142.006132993119,-9.61289265745587e-09
"463","Highland Community College",7,-778.196392369137,5.11982953255744e-07
"464","Highland Community College",7,-778.196392369137,-1.80736050836765e-08
"395","Mid Michigan Community College",7,-467.108911634891,2.05468503438453e-08
"3961","Jamestown Community College",7,-428.611184392228,-9.08047501205304e-09
"3971","East Central Community College",7,-1787.07584923818,2.52270302748568e-08
"3981","Northcentral Technical College",7,-82.5183584523609,2.66562455291955e-09
"3991","College of Southern Maryland",7,235.868569785329,1.13676541318385e-08
"400","Texas State Technical College-Waco",7,-802.098602821297,9.78266211754266e-09
"4011","Northeast Texas Community College",7,-916.144627898362,1.83726043392863e-08
"402","Skagit Valley College",7,-170.453102614296,1.01274891582367e-08
"403","Hill College",7,-370.572034629979,-2.86629817418995e-08
"404","Wor-Wic Community College",7,-920.702161899846,2.48165141746524e-08
"405","Muskegon Community College",7,-223.469431014194,-7.46852055104932e-09
"406","St Cloud Technical and Community College",7,-354.599242052076,2.96043845726079e-07
"407","Danville Community College",7,-428.693739895344,5.65044357026239e-09
"408","Indian Hills Community College",7,-332.884451820645,-7.20657817217672e-07
"409","Delaware Technical Community College-Owens",7,-518.634687028434,2.18881046714466e-08
"410","Lake Land College",7,628.013221809477,NA
"4111","Catawba Valley Community College",7,-314.138440424633,4.33286594908297e-08
"412","Carl Albert State College",7,-1632.40362557407,3.00605205395844e-08
"413","County College of Morris",7,262.296155004603,NA
"414","Phoenix College",8,0,NA
"415","Owens Community College",8,79.3177265417619,NA
"416","Bluegrass Community and Technical College",8,-202.332126643577,NA
"417","Clark College",8,-170.738583963265,NA
"418","Erie Community College",8,66.9583765410173,NA
"419","Collin County Community College District",8,742.474355248479,NA
"420","Blinn College",8,388.845931850279,NA
"4211","Grand Rapids Community College",8,271.952963087413,NA
"422","Pikes Peak Community College",8,77.8448206639891,NA
"423","Moraine Valley Community College",8,388.408265672512,NA
"424","Pitt Community College",8,-497.316580902082,NA
"425","Mott Community College",8,-418.183773767842,NA
"426","City Colleges of Chicago-Harold Washington College",8,-407.703829341883,4.79314237549057e-09
"427","Camden County College",8,159.250478719696,NA
"428","Metropolitan Community College Area",8,498.925616871061,NA
"429","Front Range Community College",8,470.384636111272,NA
"430","Kirkwood Community College",8,274.914559979833,NA
"4311","Jefferson Community and Technical College",8,-164.227879105683,NA
"432","Navarro College",8,-285.815660802977,NA
"433","Northwest Mississippi Community College",8,-787.629016205434,7.35873223769623e-09
"434","Midlands Technical College",8,-387.151576829168,NA
"435","SUNY Westchester Community College",8,306.910989398005,NA
"436","Des Moines Area Community College",8,591.076024774132,NA
"437","Bossier Parish Community College",8,-609.08387323273,2.6903942110326e-09
"438","Lansing Community College",8,198.377120342745,NA
"439","Chemeketa Community College",8,-27.2401286462571,NA
"440","Mississippi Gulf Coast Community College",8,-773.120979797765,NA
"441","Tallahassee Community College",8,-240.071544798871,NA
"442","Tulsa Community College",8,260.728918045593,NA
"4431","Bunker Hill Community College",8,-30.1751785519525,NA
"4441","Community College of Rhode Island",8,25.8373280444805,NA
"4451","Community College of Allegheny County",8,234.475283146023,NA
"4461","Pulaski Technical College",8,-929.427256587287,2.58399994023389e-09
"4471","Suffolk County Community College",8,368.902335948729,NA
"4481","Nassau Community College",8,302.123925652092,NA
"4491","Fox Valley Technical College",8,-669.693325133519,NA
"4501","Ozarks Technical Community College",8,-378.894214146828,NA
"451","Henry Ford Community College",8,-295.613634018569,NA
"452","Wake Technical Community College",8,212.743716581877,NA
"453","Monroe Community College",8,141.193977659309,NA
"454","Guilford Technical Community College",8,-600.461281876232,NA
"455","Central New Mexico Community College",8,476.004091335789,NA
"456","Sinclair Community College",8,365.937643639927,NA
"4571","Montgomery College",8,343.121817887498,NA
"4581","College of DuPage",8,551.722255706013,NA
"4591","Hinds Community College",8,-1003.02830424688,NA
"4601","Milwaukee Area Technical College",8,-188.213907946527,NA
"4611","San Jacinto Community College",8,408.984572100001,NA
"4621","Trident Technical College",8,-287.483478003033,NA
"4631","Columbus State Community College",8,466.021062464349,NA
"4641","CUNY Queensborough Community College",8,-527.670523262744,NA
"465","The Community College of Baltimore County",8,102.278530361177,NA
"466","Harrisburg Area Community College-Harrisburg",8,-81.77294290024,NA
"467","Oakland Community College",8,337.990261022964,NA
"468","Salt Lake Community College",8,416.873262972712,NA
"469","Delgado Community College",8,-405.010770665696,NA
"470","San Antonio College",8,-21.374670638869,NA
"471","CUNY Kingsborough Community College",8,-663.492937686479,NA
"472","Austin Community College District",8,560.399523193028,NA
"473","Tidewater Community College",8,94.29245386445,NA
"474","Cuyahoga Community College District",8,47.865279591327,NA
"475","Northern Virginia Community College",8,530.195197252073,NA
"476","El Paso Community College",8,-390.756765982804,NA
"477","Portland Community College",8,-23.5690499304499,NA
"478","CUNY Borough of Manhattan Community College",8,-1151.7546028286,NA
"479","Tarrant County College District",8,296.114899881955,NA
"480","Lone Star College System",8,425.900433080107,NA
"481","Houston Community College",8,87.9121427473892,NA
"482","Ivy Tech Community College",8,227.852179597156,NA
"483","Yavapai College",9,0,3.88897349839322e-08
"484","Red Rocks Community College",9,231.711586437677,8.1464198521204e-09
"485","College of Southern Idaho",9,45.7940150246947,-8.65318492637024e-09
"486","Iowa Western Community College",9,-208.270519619922,-1.67933622271556e-08
"487","John Tyler Community College",9,177.995199999205,NA
"488","Iowa Central Community College",9,-524.282447520275,-1.28483797410496e-08
"489","Georgia Highlands College",9,-569.207406618141,2.22712441611199e-08
"490","Parkland College",9,459.204059472638,NA
"491","Tri-County Technical College",9,-323.122236608773,-6.93872900507194e-08
"492","Minnesota State Community and Technical College",9,-371.067417847547,-1.36919859590941e-08
"493","Edmonds Community College",9,164.032289890808,NA
"494","Clackamas Community College",9,218.35025164474,NA
"495","Lewis and Clark Community College",9,5.02425171925927,-3.14849564284023e-09
"496","Yakima Valley Community College",9,-1002.67759932797,6.01409090167016e-09
"497","City Colleges of Chicago-Richard J Daley College",9,247.957782800566,NA
"498","Howard Community College",9,166.781797923857,NA
"499","Luzerne County Community College",9,-258.273682006955,9.74470715028535e-09
"500","Walters State Community College",9,-398.200665147902,4.86895911303726e-07
"501","Virginia Western Community College",9,74.9783922584513,NA
"502","Reading Area Community College",9,-736.455070209491,3.51895273535421e-08
"503","Lee College",9,-274.822349521236,2.71892415905111e-09
"504","Genesee Community College",9,-272.721663432756,-5.99080302043479e-09
"505","Finger Lakes Community College",9,-149.861983958235,-5.85664551858732e-09
"506","Niagara County Community College",9,-374.265778375033,-9.9829560585321e-09
