"INSTNM","UNITID","NPT4_PRIV","NPT41_PRIV","NPT42_PRIV","RET_FTL4","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP","RPY_3YR_RT_SUPP","C200_L4_POOLED_SUPP","md_earn_wne_p10","gt_25k_p6","POOR_Prop"
"North-West College-Riverside",445364,19935,19702,20027,0.7333,8023.5,89.07729818,0.596209913,0.6633,21700,0.516616285,0.707692307692308
"North-West College-West Covina",120078,19258,19038,19430,0.8333,7818,86.7958269,0.683035714,0.742029456,26800,0.446069479,0.819905213270142
"North American Trade Schools",162371,17965,16198,21243,0.819,9866,109.5328253,0.284194529,0.655527136,31400,0.512152791,0.656
"Northhaven Academy",129349,17734,17314,17867,0.9,12500,138.775625,0.784037559,0.777261364,22300,0.446969688,0.777777777777778
"Northwest College-Eugene",468246,11968,10353,11653,0.9259,16871.5,187.3082366,0.534946237,0.95,17200,0.271739125,0.522935779816514
"Northwest College-Tualatin",468255,10728,9584,10341,0.9412,16871.5,187.3082366,0.534946237,0.9286,17200,0.271739125,0.285714285714286
"Northwest Hair Academy",236027,10174,9436,9445,0.7,10000,111.0205,0.732673267,0.987990691,15700,0.31937173,0.707317073170732
"Oehrlein School of Cosmetology",147819,9865,9460,10943,0.7368,9834,109.1775597,0.716981132,0.664964975,19400,0.222222224,0.793103448275862
"Ogle School Hair Skin Nails-Arlington",227313,16399,15995,16537,0.709,9714,107.8453137,0.459330144,0.665927484,18800,0.368600696,0.756862745098039
"Ogle School Hair Skin Nails-Dallas",381404,16736,16400,17363,0.7551,8982,99.7186131,0.47277677,0.71987563,17900,0.34533897,0.786561264822134
"Ogle School Hair Skin Nails-Ft Worth",227322,16678,16339,16660,0.6855,8982,99.7186131,0.47277677,0.643076325,17900,0.34533897,0.751054852320675
"Ogle School Hair Skin Nails-Hurst",248703,16806,16159,17118,0.6777,9172.5,101.8335536,0.477192982,0.742643382,19500,0.386046499,0.679802955665025
"Ogle School Hair Skin Nails-North Dallas",460978,17219,16687,17313,0.8291,8982,99.7186131,0.47277677,0.823519328,17900,0.34533897,0.698979591836735
"Ohio Business College-Hilliard",453747,16936,17084,16944,0.6,15000,166.53075,0.344712739,0.4828,23300,0.342007428,0.684210526315789
"Ohio Center for Broadcasting-Cincinnati",418269,20222,20108,18325,0.8947,9500,105.469475,0.455696203,0.720555882,26800,0.4214876,0.586206896551724
"Ohio Center for Broadcasting-Columbus",453756,20197,19455,21413,0.3714,9500,105.469475,0.516549649,0.754401754,27700,0.425149709,0.72
"Ohio Center for Broadcasting-Valley View",410797,18702,17221,17495,0.8085,9500,105.469475,0.516549649,0.718693407,27700,0.425149709,0.459459459459459
"Ohio State Beauty Academy",204714,6586,5501,6504,0.5306,10000,111.0205,0.489361702,0.519727957,14200,0.159722224,0.5
"Ohio State School of Cosmetology-Westerville",405012,15023,14010,15095,0.8167,8144,90.4150952,0.733333333,0.797893617,24200,0.384615391,0.485981308411215
"Ohio Technical College",204608,21499,20575,21028,0.8284,13000,144.32665,0.628464419,0.703708133,34700,0.609375,0.487179487179487
"Ohio Technical College-PowerSport Institute",453817,20927,19934,19555,0.8529,13000,144.32665,0.628464419,0.835,34700,0.609375,0.38961038961039
"Oklahoma Technical College",469629,20394,19785,22777,0.6316,11609,128.8836985,0.485061511,0.558442857,24100,0.316804409,0.796380090497738
"Olympian University of Cosmetology",187505,16499,16477,20153,0.6602,12433.5,138.0373387,0.473009447,0.542899949,16600,0.283540815,0.994124559341951
"Omaha School of Massage and Healthcare of Herzing University",407328,20988,20039,18763,0.7586,22822,253.3709851,0.474266474,0.626633333,42300,0.596551716,0.44
"Omega Institute",185916,19906,19091,19917,0.8,7885,87.53966425,0.301369863,0.756869412,23100,0.368983954,0.56
"Opportunities Industrialization Center",237613,12514,11690,13789,0.8222,6333,70.30928265,0.255813953,0.840452128,22000,0.282352954,0.756756756756757
"Orleans Technical Institute",214528,15907,14990,15735,0.7891,7521,83.49851805,0.429441624,0.777272931,28200,0.464169383,0.666666666666667
"Orlo School of Hair Design and Cosmetology",407434,12169,11849,12121,0.8108,7100,78.824555,0.76142132,0.887482917,20200,0.330882341,0.842105263157895
"Palomar Institute of Cosmetology",365125,15642,15181,14594,0.9474,8532,94.7226906,0.6953125,0.895454545,19700,0.387978137,0.647058823529412
"Parisian Beauty School",186016,15473,14053,16074,0.878,8290,92.0359945,0.844370861,0.846402194,16500,0.351351351,0.519480519480519
"Paul Mitchell the School-Boise",260929,15473,14466,15690,0.7742,13666,151.7206153,0.450704225,0.605621127,14500,0.226804122,0.575757575757576
"Paul Mitchell the School-Bradley",143376,8824,7672,7795,0.7364,11274.5,125.1700627,0.602040816,0.838979661,20300,0.348993301,0.487179487179487
"Paul Mitchell the School-Costa Mesa",442240,17717,15993,16563,0.7692,11000,122.12255,0.658592849,0.766381481,16900,0.369017631,0.414634146341463
"Paul Mitchell the School-Danbury",128540,16705,14848,15056,0.8261,9833,109.1664577,0.685714286,0.521743478,19800,0.445783138,0.45
"Paul Mitchell the School-Green Bay",240240,12918,12911,13519,0.875,12000,133.2246,0.763157895,0.755331915,17300,0.287878782,0.769230769230769
"Paul Mitchell the School-Houston",249238,16233,15482,15751,0.8125,13039.5,144.765181,0.609561753,0.633421352,16200,0.202898547,0.574074074074074
"Paul Mitchell the School-Louisville",156842,15025,13793,17060,0.75,12000,133.2246,0.462686567,0.455443564,15500,0.100000001,0.6
"Paul Mitchell the School-Orlando",445212,16834,16658,19171,0.8085,11000,122.12255,0.658592849,0.706534188,16900,0.369017631,0.930232558139535
"Paul Mitchell the School-Provo",380456,16054,14214,16211,0.7429,11000,122.12255,0.658592849,0.686657143,16900,0.369017631,0.454545454545455
"Paul Mitchell the School-Rhode Island",443641,19363,18691,19406,0.8542,11000,122.12255,0.658592849,0.623268836,16900,0.369017631,0.603174603174603
"Paul Mitchell the School-San Antonio",451714,19127,18407,19268,0.8125,13310,147.7682855,0.607329843,0.627713315,23400,0.472636819,0.56701030927835
"Paul Mitchell the School-San Diego",449968,18212,17144,18252,0.9333,11000,122.12255,0.658592849,0.567842587,16900,0.369017631,0.530434782608696
"Paul Mitchell the School-Tampa",449959,16420,15001,18548,0.8966,11000,122.12255,0.658592849,0.772100465,16900,0.369017631,0.6
"PCI Academy-Ames",154208,13061,12041,12506,0.6667,10920.5,121.239937,0.785185185,0.82012381,18100,0.367346942,0.576923076923077
"PCI Health Training Center",369783,17026,16362,17337,0.8252,6333,70.30928265,0.462406015,0.773607398,24700,0.410871297,0.689873417721519
"Penn Commercial Business/Technical School",214892,26110,26052,26202,0.6923,12999.5,144.321099,0.579322638,0.793523009,23900,0.392344505,0.652892561983471
"Pennco Tech-Blackwood",186052,16520,16994,10670,0.7358,9500,105.469475,0.443478261,0.870567568,36000,0.493150681,0.764705882352941
"Pennco Tech-Bristol",214944,14967,14953,14610,0.8333,9500,105.469475,0.505597015,0.81955393,33800,0.565008044,0.589041095890411
"Pennsylvania Academy of Cosmetology Arts and Sciences-Du Bois",214962,12662,11780,11098,0.8333,9500,105.469475,0.606741573,0.765142424,16300,0.175999999,0.5
"Pennsylvania Academy of Cosmetology Arts and Sciences-Johnstown",214546,15026,14178,14957,0.5882,9500,105.469475,0.606741573,0.6348,16300,0.175999999,0.628571428571429
"Pennsylvania Institute of Technology",214582,14103,13441,14867,0.5258,9500,105.469475,0.449093445,0.397347678,35400,0.469230771,0.657894736842105
"Perry Technical Institute",236212,15715,14315,13099,0.7628,18500,205.387925,0.760517799,0.776242098,53600,0.729729712,0.481481481481481
"Phagans Central Oregon Beauty College",209676,7823,7915,8493,0.8507,11151,123.7989596,0.703910615,0.742414394,14300,0.152173907,0.75
"Phagans Grants Pass College of Beauty",208859,7767,7398,7713,0.7955,9845.5,109.3052333,0.579545455,0.766372897,14200,0.215686277,0.785714285714286
"Phagans Medford Beauty School",209153,8163,8068,8330,0.8154,10282.5,114.1568291,0.537037037,0.815389231,14300,0.166666672,0.636363636363636
"Phagans School of Hair Design-Portland",208655,8900,8701,8651,0.5,16000,177.6328,0.549356223,0.646691617,16000,0.330357134,0.789473684210526
"Pima Medical Institute-Albuquerque",105543,15231,15092,15609,0.7288,9498,105.4472709,0.614709852,0.61872547,27600,0.512696266,0.87960687960688
"Pima Medical Institute-Chula Vista",434140,16753,16651,16828,0.7265,9498,105.4472709,0.614709852,0.647297481,27600,0.512696266,0.802973977695167
"Pima Medical Institute-Colorado Springs",442134,18091,17636,19865,0.6667,9498,105.4472709,0.614709852,0.542138104,27600,0.512696266,0.816326530612245
"Pima Medical Institute-Denver",404912,14511,14302,14588,0.7417,9498,105.4472709,0.614709852,0.633654779,27600,0.512696266,0.798882681564246
"Pima Medical Institute-East Valley",456038,16944,16774,17503,0.7638,9498,105.4472709,0.614709852,0.827992383,27600,0.512696266,0.810714285714286
"Pima Medical Institute-Houston",460136,12548,12220,13342,0.7059,9498,105.4472709,0.614709852,0.5429,27600,0.512696266,0.82051282051282
"Pima Medical Institute-Las Vegas",445230,20436,20333,20604,0.5889,9498,105.4472709,0.614709852,0.536398925,27600,0.512696266,0.801932367149758
"Pima Medical Institute-Mesa",260691,16786,16539,17595,0.7273,9498,105.4472709,0.614709852,0.678725435,27600,0.512696266,0.79646017699115
"Pima Medical Institute-Renton",449074,20981,20861,21337,0.7189,9498,105.4472709,0.614709852,0.613491489,27600,0.512696266,0.8203125
"Pima Medical Institute-Seattle",368629,21221,21093,21569,0.659,9498,105.4472709,0.614709852,0.605297031,27600,0.512696266,0.802325581395349
"Pinnacle Career Institute-Lawrence",367097,21141,19867,21969,0.7317,10621,117.9148731,0.463414634,0.78723617,23000,0.367647052,0.607142857142857
"Pinnacle Career Institute-North Kansas City",453109,19998,19566,21390,0.8495,12610,139.9968505,0.339088729,0.754389474,32000,0.324110687,0.759493670886076
"Pinnacle Career Institute-South Kansas City",177302,20453,20105,20493,0.6958,12610,139.9968505,0.339088729,0.703795333,32000,0.324110687,0.77027027027027
"Pittsburgh Institute of Aeronautics",215381,21674,21065,23069,0.6667,14498,160.9575209,0.795918367,0.892436918,54900,0.773809552,0.551724137931034
"Pivot Point Academy-Evanston",147970,14677,14060,17099,0.7015,13833,153.5746577,0.688206785,0.68998,22000,0.393939406,0.818181818181818
"Platt College-Central OKC",207625,18626,18426,18237,0.5275,12000,133.2246,0.480565371,0.712273585,20600,0.458997726,0.789473684210526
"Platt College-Moore",447379,22603,21542,22264,0.6102,12000,133.2246,0.480565371,0.7147125,20600,0.458997726,0.59375
"Ponce Paramedical College Inc",243072,5282,5290,5162,0.6804,2260,25.090633,0.389739663,0.530940583,16300,0.135836184,0.911111111111111
"Porter and Chester Institute of Branford",129002,23447,20988,23294,0.7436,13245,147.0466523,0.469348659,0.748471166,44300,0.625514388,0.451612903225806
"Porter and Chester Institute of Stratford",130174,24551,23177,23943,0.6736,12273,136.2554597,0.50777605,0.753701684,36300,0.63310343,0.601941747572815
"Premiere Career College",416458,16935,15848,16403,0.835,11943,132.5917832,0.731147541,0.773624321,28000,0.550955415,0.615384615384615
"Prism Career Institute-Philadelphia",417840,21875,21599,24394,0.7317,11297.5,125.4254099,0.287923855,0.758713127,25600,0.396694213,0.901234567901235
"Pro Way Hair School",139506,10946,10874,11424,0.8421,14200,157.64911,0.155102041,0.5842,16900,0.262773722,0.868686868686869
"Professional Beauty School",413343,3163,3055,3405,0.875,5500,61.061275,0.718309859,0.9143,17200,0.272727281,0.692307692307692
"Professional Institute of Beauty",121433,11432,11301,11718,0.4545,3368,37.3917044,0.568181818,0.639418367,14300,0.164705887,0.741935483870968
"Professional Skills Institute",205054,26960,26569,27874,0.7222,16847.5,187.0417874,0.671578947,0.614042105,25100,0.548543692,0.777777777777778
"Ravenscroft Beauty College",152275,16254,16247,14055,0.5714,9500,105.469475,0.680933852,0.54543262,14700,0.264285713,0.869565217391304
"Razzle Dazzle College of Hair Design Inc",247047,15420,15242,15321,0.5263,12910,143.3274655,0.56779661,0.87096129,15800,0.140625,0.861111111111111
"Reading Hospital School of Health Sciences",215594,18249,15356,14548,0.6667,16141,179.1981891,0.906810036,0.659096591,57600,0.84117645,0.333333333333333
"Refrigeration School Inc",105659,20099,19925,20017,0.6938,12708,141.0848514,0.613585746,0.683288571,37700,0.673040152,0.720930232558139
"Remington College-Baton Rouge Campus",440271,22396,22200,21780,0.5464,9500,105.469475,0.438846641,0.590523434,22500,0.296412826,0.857142857142857
"Remington College-Cleveland Campus",375416,23113,22987,23363,0.418,9500,105.469475,0.438846641,0.58042,22500,0.296412826,0.886178861788618
"Remington College-Columbia Campus",457174,20959,20799,20711,0.71,9500,105.469475,0.438846641,0.6627,26200,0.2740964,0.836363636363636
"Remington College-Fort Worth Campus",377111,23074,22464,23264,0.7357,9500,105.469475,0.438846641,0.626947405,27200,0.386351973,0.717391304347826
"Remington College-Houston Campus",380094,22930,22599,23465,0.6696,9500,105.469475,0.438846641,0.73859668,27200,0.386351973,0.837837837837838
"Remington College-Houston Southeast Campus",451857,22463,21992,21910,0.6082,9500,105.469475,0.438846641,0.815401282,27200,0.386351973,0.747368421052632
"Remington College-Lafayette Campus",160524,22144,21895,21849,0.575,9500,105.469475,0.438846641,0.647816832,22500,0.296412826,0.811965811965812
"Remington College-Little Rock Campus",438869,25527,25215,24765,0.6582,9500,105.469475,0.438846641,0.690846865,26200,0.2740964,0.74025974025974
"Remington College-Mobile Campus",366535,23403,23106,23278,0.642,9500,105.469475,0.438846641,0.693261798,26200,0.2740964,0.833333333333333
"Remington College-Nashville Campus",445249,26739,26406,27735,0.4818,9500,105.469475,0.438846641,0.697476328,26200,0.2740964,0.850467289719626
"Remington College-North Houston Campus",445203,22777,22118,23014,0.7268,9500,105.469475,0.438846641,0.699476049,27200,0.386351973,0.715846994535519
"Remington College-Shreveport Campus",451866,22828,22631,21266,0.6742,9500,105.469475,0.438846641,0.712149374,22500,0.296412826,0.851063829787234
"Ridley-Lowell Business & Technical Institute-New London",129969,21068,20953,21074,0.8095,10640,118.125812,0.515064562,0.501935409,26800,0.396039605,0.75
"Ridley-Lowell Business & Technical Institute-Poughkeepsie",438267,19035,18944,20254,0.7617,10640,118.125812,0.515064562,0.681647588,26800,0.396039605,0.82258064516129
"Rivertown School of Beauty Barber Skin Care and Nails",419235,6329,5749,6539,0.8293,5500,61.061275,0.406451613,0.94593,15900,0.193103448,0.302197802197802
"Rizzieri Aveda School for Beauty and Wellness",185466,14450,14069,14853,0.7248,5500,61.061275,0.762376238,0.732923913,21900,0.407643318,0.691176470588235
"Robert Paul Academy of Cosmetology Arts & Sciences",163754,14936,11626,12976,0.7692,7500,83.265375,0.792682927,0.586182759,23000,0.54651165,0.1
"Rogers Academy of Hair Design",152309,8401,7991,8391,0.8654,5200,57.73066,0.592592593,0.747713761,11500,0.244680852,0.725490196078431
"Roman Academy of Beauty Culture",186335,24401,23355,25637,0.8696,7667,85.11941735,0.605263158,0.750023077,20400,0.376344085,0.743589743589744
"Ross College-Sylvania",452081,19218,19097,19843,0.8108,9500,105.469475,0.496932515,0.759243144,22200,0.425087094,0.880952380952381
"Ross Medical Education Center-Ann Arbor",261685,18032,17679,21206,0.6957,9500,105.469475,0.496932515,0.552603787,22200,0.425087094,0.9
"Ross Medical Education Center-Brighton",261676,18424,18097,20540,0.82,9500,105.469475,0.496932515,0.807614667,22200,0.425087094,0.846153846153846
"Ross Medical Education Center-Cincinnati",203234,16402,16363,16991,0.7843,9500,105.469475,0.565597668,0.741067857,26400,0.43069306,0.9375
"Ross Medical Education Center-Davison",460093,18815,18610,20444,0.4514,9500,105.469475,0.496932515,0.8172,22200,0.425087094,0.875
"Ross Medical Education Center-Flint",172015,18681,18594,18473,0.8,9500,105.469475,0.436445907,0.776916635,19900,0.266197175,0.923076923076923
"Ross Medical Education Center-Fort Wayne",456506,18138,17957,18117,0.925,9500,105.469475,0.482155863,0.7333,23000,0.40625,0.769230769230769
"Ross Medical Education Center-Kentwood",365833,16402,16382,16729,0.7759,9500,105.469475,0.482155863,0.746130684,23000,0.40625,0.944444444444444
"Ross Medical Education Center-Lansing",171988,19442,19390,19956,0.7273,9500,105.469475,0.482155863,0.683779305,23000,0.40625,0.909090909090909
"Ross Medical Education Center-Madison Heights",171997,17376,17221,18741,0.8469,9500,105.469475,0.490923441,0.834748986,24600,0.345454544,0.929824561403509
"Ross Medical Education Center-New Baltimore",452072,17742,17454,18450,0.7667,9500,105.469475,0.490923441,0.772911554,24600,0.345454544,0.869565217391304
"Ross Medical Education Center-Port Huron",363013,17258,17273,16790,0.7308,9500,105.469475,0.436445907,0.757998287,19900,0.266197175,0.925
"Ross Medical Education Center-Portage",456515,19526,19366,18680,0.7356,9500,105.469475,0.436445907,0.6831,19900,0.266197175,0.84375
"Ross Medical Education Center-Roosevelt Park",365824,18259,18139,21300,0.7013,9500,105.469475,0.436445907,0.770355814,19900,0.266197175,0.905660377358491
"Ross Medical Education Center-Saginaw",247409,18342,18141,18339,0.7444,9500,105.469475,0.436445907,0.74330597,19900,0.266197175,0.885714285714286
"Ross Medical Education Center-Taylor",367158,20080,19888,21492,0.8936,9500,105.469475,0.490923441,0.599225397,24600,0.345454544,0.88
"Royale College of Beauty",382267,14283,13094,12659,0.7222,6333,70.30928265,0.658536585,0.747489899,17200,0.23931624,0.428571428571429
"Sage College",410520,12177,11316,12571,0.6667,22110,245.4663255,0.673202614,0.064490323,29900,0.54954952,0.588235294117647
"Saint Elizabeth School of Nursing",152497,26617,21601,23065,0.75,31250,346.9390625,0.883211679,0.500005882,41800,0.783333361,0.235294117647059
"Salon Success Academy-San Bernardino",115357,11066,10786,9476,0.8333,11339,125.886145,0.671428571,0.695154878,12200,0.206896558,0.842105263157895
"Salter College-West Boylston",167738,23850,23418,24314,0.6204,8758,97.2317539,0.484416526,0.496056848,28200,0.452217638,0.782222222222222
"Sanford-Brown College-Atlanta",420495,17637,17041,20688,0.7442,9500,105.469475,0.421609872,0.651768941,27200,0.493848562,0.842105263157895
"Sanford-Brown College-Dallas",404514,17684,16734,19351,0.5738,9500,105.469475,0.481701874,0.599314152,32700,0.611455083,0.728813559322034
"Sanford-Brown College-Houston",404499,17404,16892,18593,0.7191,9500,105.469475,0.421609872,0.582212674,27200,0.493848562,0.79746835443038
"Sanford-Brown College-San Antonio",456311,18044,17384,20565,0.619,9500,105.469475,0.481701874,0.600471186,32700,0.611455083,0.828571428571429
"Sanford-Brown Institute-Ft Lauderdale",385008,17791,17355,17085,0.5926,9500,105.469475,0.421609872,0.639703649,27200,0.493848562,0.836734693877551
"Sanford-Brown Institute-Garden City",364335,14699,14289,14329,0.7664,9500,105.469475,0.481701874,0.735982004,32700,0.611455083,0.796875
"Sanford-Brown Institute-Iselin",187161,22761,21500,23010,0.7073,9500,105.469475,0.409117821,0.703119256,28300,0.524061024,0.576086956521739
"Sanford-Brown Institute-Jacksonville",404505,18635,17560,19505,0.6154,9500,105.469475,0.409117821,0.630463043,28300,0.524061024,0.6
"Sanford-Brown Institute-New York",196857,17846,17504,18318,0.6734,9500,105.469475,0.421609872,0.626871389,27200,0.493848562,0.870466321243523
"Schilling-Douglas School of Hair Design",131061,16393,15256,16253,0.6818,9833,109.1664577,0.711111111,0.679471795,20800,0.363636374,0.558823529411765
"School of Automotive Machinists",377218,22421,21299,22740,0.8125,14000,155.4287,0.851851852,0.92929798,39600,0.783333361,0.612244897959184
"Scott College of Cosmetology",201982,5642,5067,7501,0.7931,7350,81.6000675,0.53125,0.460328571,14100,0.14705883,0.785714285714286
"Searcy Beauty College Inc",107831,15138,15002,16292,0.6667,7600,84.37558,0.492063492,0.596168269,11100,0.129629627,0.894736842105263
"Seguin Beauty School-New Braunfels",368540,12812,12747,12743,0.8,9000,99.91845,0.454545455,0.733945872,15500,0.242718443,0.884615384615385
"Seguin Beauty School-Seguin",228088,12347,11864,14602,0.6875,9000,99.91845,0.454545455,0.682707692,15500,0.242718443,0.84375
"Signature Healthcare Brockton Hospital School of Nursing",165060,14797,15082,10563,0.8,20000,222.041,0.863636364,0.612896774,60900,0.849711001,0.5
"South Coast College",123642,18648,17753,20577,0.7234,20000,222.041,0.641447368,0.43281791,30100,0.587837815,0.75
"South Louisiana Beauty College",160472,12830,12401,14640,0.7778,5500,61.061275,0.440677966,0.708763107,14200,0.142857149,0.85
"South Texas Vo-Tech Institute",228200,27740,27687,27438,0.5496,10976,121.8561008,0.224537037,0.626249747,19100,0.264122128,0.864734299516908
"South Texas Vocational Technical Institute-Brownsville",456922,27378,27311,27402,0.6937,10976,121.8561008,0.224537037,0.706720124,19100,0.264122128,0.78974358974359
"Southeastern College-Greenacres",428170,24056,23757,24130,0.6972,17411,193.2977926,0.430726257,0.702299594,27900,0.531951666,0.789954337899543
"Southern Careers Institute-Austin",226903,27157,26905,27377,0.6106,9498,105.4472709,0.335187761,0.427435537,20300,0.254958868,0.82258064516129
"Southern Careers Institute-Brownsville",459967,14264,14174,14186,0.3884,9498,105.4472709,0.335187761,0.5385,20300,0.254958868,0.911392405063291
"Southern Careers Institute-Corpus Christi",405076,27882,27779,27781,0.5985,9498,105.4472709,0.335187761,0.504096694,20300,0.254958868,0.854545454545454
"Southern Careers Institute-Harlingen",459985,22953,22809,23898,0.7292,9498,105.4472709,0.335187761,0.3523,20300,0.254958868,0.898395721925134
"Southern Careers Institute-Pharr",408385,23849,23803,23761,0.8344,9498,105.4472709,0.335187761,0.62841148,20300,0.254958868,0.920454545454545
"Southern Careers Institute-San Antonio",430245,24636,24577,24191,0.5987,9498,105.4472709,0.335187761,0.388732733,20300,0.254958868,0.852941176470588
"Southern Careers Institute-San Antonio",430245,24636,24577,24191,0.5987,9498,105.4472709,0.335187761,0.388732733,20300,0.254958868,0.75
"Spa Tech Institute-Westbrook",161527,11871,9634,12128,0.6774,6333,70.30928265,0.724230254,0.763028324,22300,0.370843977,0.388888888888889
"Spencerian College-Louisville",157766,25201,23966,24304,0.3667,18922,210.0729901,0.470103093,0.502094406,30900,0.475886106,0.594339622641509
"Springfield Beauty Academy",233657,9491,8885,10231,0.8889,4852.5,53.87269763,0.762589928,0.762727119,20000,0.333333343,0.685185185185185
"Springfield College of Beauty",210100,8771,8624,9187,0.875,14645,162.5895223,0.632478632,0.624983929,14600,0.10958904,0.811320754716981
"St Louis College of Health Careers-St Louis",179511,24722,24716,25110,0.6307,9500,105.469475,0.296568627,0.785834267,21900,0.324902713,0.985915492957746
"Stage One-The Hair School",407151,8710,8401,8607,0.5385,9833,109.1664577,0.634482759,0.60671573,15300,0.195652172,0.75
"Standard Beauty College of Oklahoma",207704,14810,14383,14170,0.6923,9500,105.469475,0.586592179,0.637784184,17900,0.260869563,0.592592592592593
"Star Career Academy-Clifton",469647,32713,32530,33241,0.88,9905,109.9658053,0.401623687,0.2774,31700,0.508403361,0.837837837837838
"Star Career Academy-Newark",440907,17819,17664,17875,0.8016,9905,109.9658053,0.401623687,0.52198907,31700,0.508403361,0.856573705179283
"Star Career Academy-Philadelphia",383899,21152,21147,20990,0.7022,9905,109.9658053,0.401623687,0.710462712,31700,0.508403361,0.899328859060403
"Star Career Academy-Syosset",437529,24693,23926,24579,0.7384,9905,109.9658053,0.401623687,0.854847312,31700,0.508403361,0.691588785046729
"Star College of Cosmetology 2",382902,11828,11474,13335,0.8,3500,38.857175,0.571428571,0.700535294,16000,0.150289014,0.858695652173913
"State College of Beauty Culture Inc",239877,10752,10266,10382,0.7931,6333,70.30928265,0.732142857,0.643703448,17900,0.15384616,0.681818181818182
"Stautzenberger College-Maumee",205887,16856,15854,17658,0.5082,20000,222.041,0.482605477,0.299530415,29700,0.395669281,0.610169491525424
"Stone Academy-East Hartford",448619,20802,20839,20427,0.6786,13199.5,146.541509,0.480863592,0.888297207,28700,0.392558128,0.764705882352941
"Stone Academy-Hamden",130509,19489,19217,19935,0.725,13199.5,146.541509,0.480863592,0.773751,28700,0.392558128,0.793650793650794
"Stone Academy-Waterbury",413778,9116,9197,8702,0.7256,13199.5,146.541509,0.480863592,0.691234884,28700,0.392558128,0.917647058823529
"Summit College",400080,20366,19756,20431,0.2382,11638,129.2056579,0.406148867,0.716411591,28100,0.544530809,0.692156862745098
"Sunstate Academy",362700,29954,29950,30369,0.8421,9459,105.014291,0.446623094,0.650664192,21200,0.263513505,1
"Sunstate Academy",362700,29954,29950,30369,0.8421,9459,105.014291,0.446623094,0.650664192,21200,0.263513505,0.990384615384615
"TDDS Technical Institute",249566,6505,5891,8142,0.825,5066,56.2429853,0.591254753,0.83062123,28800,0.606280208,0.746031746031746
"Tennessee Academy of Cosmetology-Shelby Drive",417789,9643,8894,8914,0.6364,13000,144.32665,0.266233766,0.814817037,19300,0.353535354,0.586776859504132
"Tennessee Academy of Cosmetology-Stage Road",416670,9283,9234,9374,0.6,7621.5,84.61427408,0.383116883,0.680848936,17300,0.228813559,0.821428571428571
"TESST College of Technology-Baltimore",163736,22290,22266,20575,0.6463,9495,105.4139648,0.171442688,0.542747484,35700,0.42052567,0.855555555555556
"TESST College of Technology-Beltsville",164058,22565,22191,23846,0.7614,9500,105.469475,0.420826162,0.651326486,41600,0.547745347,0.810810810810811
"TESST College of Technology-Towson",161776,21598,21369,21218,0.6349,9500,105.469475,0.296072508,0.697021572,41500,0.445812821,0.772357723577236
"Teterboro School of Aeronautics",187000,10817,10392,11522,0.7963,12000,133.2246,0.619047619,0.696082353,47700,0.75,0.680327868852459
"Texas Barber Colleges and Hairstyling Schools",440989,8995,8900,9637,0.5455,11938,132.5362729,0.159663866,0.533326065,16200,0.294952691,0.925754060324826
"Texas School of Business-Friendswood",439127,22595,22272,23225,0.7753,9498,105.4472709,0.28372093,0.664959081,23100,0.33822611,0.810810810810811
"Texas School of Business-North Campus",229036,22052,21449,22323,0.7672,9498,105.4472709,0.28372093,0.74813002,23100,0.33822611,0.700787401574803
"Texas Vocational Schools Inc",229151,14095,13817,13475,0.7778,5121,56.85359805,0.41991342,0.7734,26200,0.388888896,0.542372881355932
"The Academy of Radio and TV Broadcasting",108348,20059,18334,19484,0.7414,9500,105.469475,0.331838565,0.764350575,28500,0.502793312,0.414285714285714
"The College of Health Care Professions-San Antonio",449250,18081,17593,17854,0.8204,9500,105.469475,0.466543892,0.840032143,27100,0.453333348,0.557377049180328
"The College of Health Care Professions-Southwest Houston",447591,20870,20607,21341,0.8272,9500,105.469475,0.466543892,0.623926549,27100,0.453333348,0.870689655172414
"The Salon Professional Academy-Eau Claire",238810,11054,9510,10301,0.8421,8000,88.8164,0.714285714,0.884663846,18700,0.300000012,0.4
"The Spa School",204769,16240,14809,15475,0.7833,7916,87.8838278,0.740506329,0.857995062,24800,0.400000006,0.348837209302326
"The Vision Academy",210711,14860,13945,17444,0.7869,13481,149.6667361,0.459770115,0.770999237,15000,0.375,0.745098039215686
"Tiffin Academy of Hair Design",206039,9288,9098,8623,0.7297,8658,96.1215489,0.65,0.70077874,16100,0.275362313,0.53125
"Toledo Academy of Beauty Culture-East",375540,8551,8440,8463,0.6,10000,111.0205,0.52,0.799987692,13800,0.186046511,0.956521739130435
"Toni & Guy Hairdressing Academy-Carrollton",436775,15462,14231,14927,0.6154,16308,181.0522314,0.645,0.642537198,22000,0.444444448,0.548780487804878
"Travel Institute of the Pacific",141945,11238,10814,12984,0.9091,9500,105.469475,0.352380952,0.879887206,23800,0.296296299,0.847222222222222
"Tri-State Cosmetology Institute",402800,14013,14195,13071,0.8,5546.5,61.57752033,0.666666667,0.672848148,14500,0.149305552,0.714285714285714
"Tulsa Welding School-Jacksonville",442329,24608,24062,25297,0.6349,9500,105.469475,0.458549223,0.624863484,36000,0.605564654,0.755274261603376
"Tulsa Welding School-Jacksonville",442329,24608,24062,25297,0.6349,9500,105.469475,0.458549223,0.624863484,36000,0.605564654,0.754385964912281
